Sale Date,ISBN,Discount,ItemID,OrderID
20/07/2019,989-28-79-82197-5,,107219-83-8414,107219-23278
20/07/2019,989-28-79-13871-4,,107219-17-8787,107219-23279
20/07/2019,989-28-79-82125-8,,107219-23-1971,107219-23279
20/07/2019,989-28-79-22562-9,,107219-12-7893,107219-23280
20/07/2019,989-28-79-13871-4,,107219-19-404,107219-23280
20/07/2019,989-28-79-82125-8,,107219-23-1970,107219-23281
20/07/2019,989-28-79-69807-2,,107219-43-3818,107219-23281
20/07/2019,989-28-79-22562-9,,107219-82-1128,107219-23282
20/07/2019,989-28-229-6632-6,,107219-90-8699,107219-23282
20/07/2019,989-28-229-0197-6,,107219-3-7777,107219-23283
20/07/2019,989-28-229-1404-4,,107219-60-153,107219-23283
20/07/2019,989-28-229-7592-2,,107219-93-3150,107219-23284
20/07/2019,989-28-229-6632-6,,107219-99-5362,107219-23284
20/07/2019,989-28-229-7592-2,,107219-59-2540,107219-23285
20/07/2019,989-28-229-9769-6,,107219-99-4235,107219-23285
20/07/2019,989-28-229-9769-6,,107219-11-9182,107219-23286
20/07/2019,989-28-229-0197-6,,107219-71-3892,107219-23286
20/07/2019,989-28-79-13801-1,,107219-2-7053,107219-23287
20/07/2019,989-28-79-23023-4,,107219-54-1249,107219-23287
20/07/2019,989-28-79-91028-0,,107219-26-5793,107219-23288
20/07/2019,989-28-79-13801-1,,107219-70-1287,107219-23288
20/07/2019,989-28-79-23023-4,,107219-33-578,107219-23289
20/07/2019,989-28-79-40897-8,,107219-80-7496,107219-23289
20/07/2019,989-28-79-23023-4,,107219-1-7114,107219-23290
20/07/2019,989-28-79-74374-1,,107219-93-1029,107219-23290
20/07/2019,989-28-3705-492-6,0.13,107219-42-9349,107219-23291
20/07/2019,989-28-79-23023-4,,107219-34-331,107219-23291
20/07/2019,989-28-79-91028-0,,107219-52-8217,107219-23292
20/07/2019,989-28-79-23023-4,,107219-66-1422,107219-23292
20/07/2019,989-28-79-13871-4,,107219-23-4875,107219-23293
20/07/2019,989-28-3705-987-7,,107219-98-6951,107219-23293
20/07/2019,989-28-79-26824-4,,107219-99-4593,107219-23293
20/07/2019,989-28-79-68089-3,0.05,107219-36-2028,107219-23294
20/07/2019,989-28-79-40897-8,,107219-28-128,107219-23294
20/07/2019,989-28-229-7592-2,,107219-80-7471,107219-23294
20/07/2019,989-28-3705-492-6,,107219-17-8937,107219-23295
20/07/2019,989-28-79-26824-4,,107219-49-8398,107219-23295
20/07/2019,989-28-79-91028-0,,107219-60-322,107219-23295
20/07/2019,989-28-79-11297-4,,107219-27-4960,107219-23296
20/07/2019,989-28-3705-222-9,,107219-37-8596,107219-23296
20/07/2019,989-28-79-18127-7,,107219-92-9241,107219-23296
20/07/2019,989-28-79-74374-1,,107219-2-9947,107219-23297
20/07/2019,989-28-229-6632-6,,107219-3-9999,107219-23297
20/07/2019,989-28-229-1404-4,,107219-8-3099,107219-23297
20/07/2019,989-28-79-13801-1,,107219-1-719,107219-23298
20/07/2019,989-28-79-74374-1,,107219-76-6121,107219-23298
20/07/2019,989-28-79-55824-6,,107219-93-7966,107219-23298
20/07/2019,989-28-3705-492-6,,107219-14-4068,107219-23299
20/07/2019,989-28-79-91028-0,,107219-24-9650,107219-23299
20/07/2019,989-28-3705-966-2,,107219-48-2477,107219-23299
21/07/2019,989-28-79-68089-3,0.15,107220-1-1228,107219-23439
21/07/2019,989-28-3705-987-7,,107220-65-3119,107220-23300
21/07/2019,989-28-3705-138-3,,107220-7-4385,107220-23301
21/07/2019,989-28-3705-136-9,,107220-96-1263,107220-23302
21/07/2019,989-28-3705-987-7,,107220-89-9383,107220-23303
21/07/2019,989-28-3705-369-1,,107220-30-9809,107220-23304
21/07/2019,989-28-3705-007-2,,107220-69-6355,107220-23305
21/07/2019,989-28-3705-054-6,,107220-84-7034,107220-23306
21/07/2019,989-28-3705-987-7,,107220-27-3479,107220-23307
21/07/2019,989-28-3705-054-6,,107220-53-7888,107220-23308
21/07/2019,989-28-3705-987-7,,107220-72-7129,107220-23309
21/07/2019,989-28-3705-987-7,,107220-81-3202,107220-23310
21/07/2019,989-28-3705-007-2,0.13,107220-42-2179,107220-23311
21/07/2019,989-28-3705-987-7,,107220-57-5918,107220-23312
21/07/2019,989-28-3705-007-2,,107220-49-1877,107220-23313
21/07/2019,989-28-3705-007-2,,107220-29-7035,107220-23314
21/07/2019,989-28-3705-007-2,,107220-73-8074,107220-23315
21/07/2019,989-28-3705-054-6,,107220-23-4761,107220-23316
21/07/2019,989-28-3705-007-2,,107220-88-677,107220-23317
21/07/2019,989-28-3705-152-9,,107220-21-6425,107220-23318
21/07/2019,989-28-3705-592-3,,107220-71-5430,107220-23319
21/07/2019,989-28-3705-583-1,,107220-18-8422,107220-23320
21/07/2019,989-28-3705-987-7,,107220-97-1904,107220-23321
21/07/2019,989-28-3705-007-2,,107220-37-1864,107220-23322
21/07/2019,989-28-3705-649-4,,107220-45-8873,107220-23323
21/07/2019,989-28-3705-007-2,,107220-37-7682,107220-23324
21/07/2019,989-28-3705-138-3,,107220-89-1199,107220-23325
21/07/2019,989-28-3705-987-7,,107220-9-4073,107220-23326
21/07/2019,989-28-3705-987-7,,107220-96-4198,107220-23327
21/07/2019,989-28-3705-369-1,,107220-98-2569,107220-23328
21/07/2019,989-28-3705-987-7,,107220-44-6840,107220-23329
21/07/2019,989-28-3705-649-4,,107220-17-8362,107220-23330
21/07/2019,989-28-3705-649-4,,107220-25-3786,107220-23331
21/07/2019,989-28-79-01991-4,,107220-86-9772,107220-23332
21/07/2019,989-28-79-82197-5,,107220-37-6716,107220-23333
21/07/2019,989-28-79-18127-7,,107220-5-4480,107220-23334
21/07/2019,989-28-79-16826-1,,107220-56-9635,107220-23335
21/07/2019,989-28-79-11297-4,,107220-65-8846,107220-23336
21/07/2019,989-28-79-30536-9,,107220-34-158,107220-23337
21/07/2019,989-28-79-22871-2,,107220-99-9862,107220-23338
21/07/2019,989-28-79-42728-3,,107220-18-9081,107220-23339
21/07/2019,989-28-79-05638-4,,107220-62-9091,107220-23340
21/07/2019,989-28-79-32105-5,,107220-57-4090,107220-23341
21/07/2019,989-28-79-01991-4,,107220-2-7481,107220-23342
21/07/2019,989-28-79-16826-1,,107220-24-6614,107220-23343
21/07/2019,989-28-79-61125-5,,107220-79-7418,107220-23344
21/07/2019,989-28-79-07610-8,,107220-84-5122,107220-23345
21/07/2019,989-28-79-32105-5,,107220-63-5930,107220-23346
21/07/2019,989-28-79-11297-4,,107220-61-4937,107220-23347
21/07/2019,989-28-79-82197-5,,107220-25-7094,107220-23348
21/07/2019,989-28-79-86624-2,,107220-45-9267,107220-23349
21/07/2019,989-28-79-18127-7,,107220-19-2482,107220-23350
21/07/2019,989-28-79-21991-8,,107220-29-6576,107220-23351
21/07/2019,989-28-79-32105-5,,107220-85-583,107220-23352
21/07/2019,989-28-79-32105-5,,107220-77-4192,107220-23353
21/07/2019,989-28-79-16826-1,,107220-94-8657,107220-23354
21/07/2019,989-28-79-45675-7,,107220-18-3515,107220-23355
21/07/2019,989-28-79-45675-7,,107220-1-7085,107220-23356
21/07/2019,989-28-79-04510-4,,107220-30-9194,107220-23357
21/07/2019,989-28-79-82197-5,,107220-74-9983,107220-23358
21/07/2019,989-28-79-45675-7,0.13,107220-42-5256,107220-23359
21/07/2019,989-28-79-61125-5,,107220-88-1602,107220-23360
21/07/2019,989-28-79-69807-2,,107220-6-1022,107220-23361
21/07/2019,989-28-79-13871-4,,107220-13-9165,107220-23362
21/07/2019,989-28-79-13871-4,,107220-50-4866,107220-23363
21/07/2019,989-28-79-69807-2,,107220-53-7716,107220-23364
21/07/2019,989-28-79-05670-4,,107220-66-228,107220-23365
21/07/2019,989-28-79-69807-2,,107220-2-6268,107220-23366
21/07/2019,989-28-79-13871-4,,107220-32-5320,107220-23367
21/07/2019,989-28-79-13871-4,,107220-13-9164,107220-23368
21/07/2019,989-28-79-05670-4,,107220-26-9089,107220-23369
21/07/2019,989-28-79-13871-4,,107220-1-8498,107220-23370
21/07/2019,989-28-79-69807-2,,107220-19-3418,107220-23371
21/07/2019,989-28-79-05670-4,,107220-48-3118,107220-23372
21/07/2019,989-28-79-82749-6,,107220-14-8678,107220-23373
21/07/2019,989-28-79-13871-4,,107220-50-4865,107220-23374
21/07/2019,989-28-79-69807-2,,107220-19-3417,107220-23375
21/07/2019,989-28-79-69807-2,,107220-53-7715,107220-23376
21/07/2019,989-28-79-82749-6,,107220-14-8677,107220-23377
21/07/2019,989-28-79-69807-2,,107220-2-6267,107220-23378
21/07/2019,989-28-79-05670-4,,107220-58-5736,107220-23379
21/07/2019,989-28-79-13871-4,,107220-32-5319,107220-23380
21/07/2019,989-28-79-13871-4,,107220-54-8524,107220-23381
21/07/2019,989-28-79-13871-4,,107220-54-8523,107220-23382
21/07/2019,989-28-79-69807-2,,107220-10-8269,107220-23383
21/07/2019,989-28-79-13871-4,,107220-1-8497,107220-23384
21/07/2019,989-28-654-6033-1,,107220-26-1352,107220-23385
21/07/2019,989-28-229-0197-6,,107220-77-1401,107220-23386
21/07/2019,989-28-229-0197-6,,107220-63-6958,107220-23387
21/07/2019,989-28-229-1404-4,,107220-50-8004,107220-23388
21/07/2019,989-28-229-1404-4,,107220-13-3798,107220-23389
21/07/2019,989-28-229-9769-6,,107220-55-4891,107220-23390
21/07/2019,989-28-229-7592-2,,107220-86-5564,107220-23391
21/07/2019,989-28-229-1404-4,,107220-58-1890,107220-23392
21/07/2019,989-28-229-9769-6,,107220-48-8965,107220-23393
21/07/2019,989-28-229-7592-2,,107220-40-3641,107220-23394
21/07/2019,989-28-229-9769-6,,107220-40-7034,107220-23395
21/07/2019,989-28-229-1404-4,,107220-66-8484,107220-23396
21/07/2019,989-28-229-7592-2,,107220-56-7124,107220-23397
21/07/2019,989-28-229-7592-2,,107220-47-7977,107220-23398
21/07/2019,989-28-229-7592-2,,107220-41-4240,107220-23399
21/07/2019,989-28-229-1404-4,,107220-61-6386,107220-23400
21/07/2019,989-28-229-6632-6,,107220-60-8431,107220-23401
21/07/2019,989-28-229-7592-2,,107220-71-7826,107220-23402
21/07/2019,989-28-229-9769-6,,107220-93-4229,107220-23403
21/07/2019,989-28-229-1404-4,,107220-84-5147,107220-23404
21/07/2019,989-28-229-9769-6,,107220-90-9818,107220-23405
21/07/2019,989-28-229-7592-2,,107220-82-3190,107220-23406
21/07/2019,989-28-229-7592-2,,107220-94-5649,107220-23407
21/07/2019,989-28-229-6632-6,,107220-44-1560,107220-23408
21/07/2019,989-28-229-9769-6,,107220-76-7748,107220-23409
21/07/2019,989-28-229-7592-2,,107220-27-4270,107220-23410
21/07/2019,989-28-229-7592-2,,107220-48-7121,107220-23411
21/07/2019,989-28-229-5891-8,0.1,107220-9-8751,107220-23412
21/07/2019,989-28-229-1404-4,,107220-94-5399,107220-23413
21/07/2019,989-28-229-7592-2,,107220-17-6114,107220-23414
21/07/2019,989-28-229-7592-2,,107220-34-5133,107220-23415
21/07/2019,989-28-229-6632-6,,107220-54-4915,107220-23416
21/07/2019,989-28-229-6632-6,,107220-38-8708,107220-23417
21/07/2019,989-28-79-13801-1,,107220-1-6804,107220-23418
21/07/2019,989-28-79-26824-4,,107220-16-6089,107220-23419
21/07/2019,989-28-79-71565-6,,107220-53-1062,107220-23420
21/07/2019,989-28-79-74374-1,,107220-22-3773,107220-23421
21/07/2019,989-28-79-74374-1,,107220-59-1761,107220-23422
21/07/2019,989-28-79-13801-1,,107220-99-207,107220-23423
21/07/2019,989-28-79-13801-1,,107220-56-8,107220-23424
21/07/2019,989-28-79-13801-1,,107220-75-6340,107220-23425
21/07/2019,989-28-79-55752-2,,107220-17-5506,107220-23426
21/07/2019,989-28-79-74374-1,,107220-70-4782,107220-23427
21/07/2019,989-28-79-13801-1,,107220-19-6784,107220-23428
21/07/2019,989-28-79-91028-0,,107220-2-4911,107220-23429
21/07/2019,989-28-79-13801-1,,107220-56-6223,107220-23430
21/07/2019,989-28-79-91028-0,,107220-61-8645,107220-23431
21/07/2019,989-28-79-13801-1,,107220-71-3791,107220-23432
21/07/2019,989-28-79-55824-6,,107220-53-5044,107220-23433
21/07/2019,989-28-79-23023-4,,107220-84-7975,107220-23434
21/07/2019,989-28-79-74374-1,,107220-9-8499,107220-23435
21/07/2019,989-28-79-13801-1,,107220-58-2767,107220-23436
21/07/2019,989-28-79-13801-1,,107220-97-1065,107220-23437
21/07/2019,989-28-79-74374-1,,107220-23-6009,107220-23438
21/07/2019,989-28-79-13801-1,,107220-62-3274,107220-23440
21/07/2019,989-28-79-26824-4,,107220-56-4313,107220-23441
21/07/2019,989-28-79-71565-6,,107220-21-9345,107220-23442
21/07/2019,989-28-79-51397-9,,107220-18-4835,107220-23443
21/07/2019,989-28-79-68089-3,0.05,107220-93-8747,107220-23444
21/07/2019,989-28-79-44730-4,,107220-19-1327,107220-23445
21/07/2019,989-28-79-23023-4,,107220-23-2066,107220-23446
21/07/2019,989-28-79-74374-1,,107220-54-1814,107220-23447
21/07/2019,989-28-79-13801-1,,107220-5-5082,107220-23448
21/07/2019,989-28-79-13801-1,,107220-35-9045,107220-23449
21/07/2019,989-28-79-71565-6,,107220-33-2105,107220-23450
21/07/2019,989-28-79-68089-3,0.05,107220-28-8856,107220-23451
21/07/2019,989-28-79-74374-1,,107220-38-8929,107220-23452
21/07/2019,989-28-79-68089-3,0.05,107220-47-7038,107220-23453
21/07/2019,989-28-79-74374-1,,107220-1-5931,107220-23454
21/07/2019,989-28-79-13801-1,,107220-16-3537,107220-23456
21/07/2019,989-28-79-13801-1,,107220-1-5066,107220-23457
21/07/2019,989-28-79-68089-3,0.05,107220-94-1415,107220-23458
21/07/2019,989-28-79-74374-1,,107220-16-3930,107220-23459
21/07/2019,989-28-79-74374-1,,107220-40-2487,107220-23461
21/07/2019,989-28-79-74374-1,,107220-6-3034,107220-23463
21/07/2019,989-28-79-74374-1,,107220-96-3402,107220-23464
21/07/2019,989-28-79-68089-3,0.15,107220-1-9019,107220-23465
21/07/2019,989-28-79-40897-8,,107220-62-7818,107220-23466
21/07/2019,989-28-79-40897-8,,107220-51-7438,107220-23467
21/07/2019,989-28-79-40897-8,,107220-60-6557,107220-23468
21/07/2019,989-28-79-26824-4,,107220-57-5367,107220-23469
21/07/2019,989-28-79-26824-4,,107220-65-7274,107220-23470
21/07/2019,989-28-79-91028-0,,107220-87-4468,107220-23471
21/07/2019,989-28-79-71565-6,,107220-29-3348,107220-23472
21/07/2019,989-28-79-23023-4,,107220-85-2296,107220-23473
21/07/2019,989-28-79-71565-6,,107220-18-7044,107220-23474
21/07/2019,989-28-79-82339-9,,107220-30-7623,107220-23475
21/07/2019,989-28-79-13801-1,,107220-50-3188,107220-23476
21/07/2019,989-28-79-13801-1,,107220-90-7202,107220-23477
21/07/2019,989-28-79-68089-3,0.15,107220-1-3051,107220-23478
21/07/2019,989-28-79-74374-1,,107220-35-8789,107220-23479
21/07/2019,989-28-79-68089-3,0.05,107220-47-8184,107220-23480
21/07/2019,989-28-79-23023-4,,107220-90-5807,107220-23481
21/07/2019,989-28-79-68089-3,0.05,107220-80-6430,107220-23482
21/07/2019,989-28-79-23023-4,,107220-83-9618,107220-23483
21/07/2019,989-28-79-43574-5,,107220-90-6265,107220-23484
21/07/2019,989-28-79-16533-8,,107220-49-42,107220-23485
21/07/2019,989-28-79-74374-1,,107220-33-1334,107220-23486
21/07/2019,989-28-79-13801-1,,107220-44-650,107220-23487
21/07/2019,989-28-79-91028-0,,107220-55-8636,107220-23488
21/07/2019,989-28-79-13801-1,,107220-59-4590,107220-23489
21/07/2019,989-28-79-68089-3,0.05,107220-88-8277,107220-23490
21/07/2019,989-28-79-55824-6,,107220-82-7082,107220-23491
21/07/2019,989-28-79-13801-1,,107220-85-4634,107220-23492
21/07/2019,989-28-79-74374-1,,107220-14-7776,107220-23493
21/07/2019,989-28-79-23023-4,,107220-24-837,107220-23494
21/07/2019,989-28-79-91028-0,,107220-34-178,107220-23495
21/07/2019,989-28-79-13801-1,,107220-38-1637,107220-23496
21/07/2019,989-28-79-26824-4,,107220-61-9804,107220-23497
21/07/2019,989-28-79-26824-4,,107220-4-9457,107220-23498
21/07/2019,989-28-79-23023-4,,107220-59-2337,107220-23499
21/07/2019,989-28-79-68089-3,0.05,107220-96-3380,107220-23500
21/07/2019,989-28-79-13801-1,,107220-82-3998,107220-23501
21/07/2019,989-28-79-23023-4,,107220-81-8359,107220-23502
21/07/2019,989-28-79-68089-3,0.05,107220-84-9048,107220-23503
21/07/2019,989-28-79-13801-1,,107220-94-3714,107220-23504
21/07/2019,989-28-79-71565-6,,107220-97-7102,107220-23505
21/07/2019,989-28-79-13801-1,,107220-34-3956,107220-23506
21/07/2019,989-28-79-13801-1,,107220-53-8054,107220-23507
21/07/2019,989-28-79-23023-4,,107220-61-6858,107220-23508
21/07/2019,989-28-79-74374-1,,107220-99-2220,107220-23509
21/07/2019,989-28-79-71565-6,,107220-90-9723,107220-23510
21/07/2019,989-28-3705-222-9,,107220-79-9249,107220-23511
21/07/2019,989-28-3705-492-6,,107220-81-4832,107220-23512
21/07/2019,989-28-3705-222-9,,107220-47-502,107220-23513
21/07/2019,989-28-3705-492-6,,107220-51-5378,107220-23514
21/07/2019,989-28-79-03683-6,,107220-59-3060,107220-23515
21/07/2019,989-28-79-23015-9,,107220-36-3810,107220-23516
21/07/2019,989-28-3705-222-9,,107220-82-5405,107220-23517
21/07/2019,989-28-3705-492-6,,107220-45-9899,107220-23518
21/07/2019,989-28-79-03683-6,,107220-19-9973,107220-23519
21/07/2019,989-28-3705-222-9,,107220-68-6144,107220-23520
21/07/2019,989-28-3705-222-9,,107220-32-8043,107220-23521
21/07/2019,989-28-3705-492-6,,107220-23-2696,107220-23522
21/07/2019,989-28-3705-222-9,,107220-73-1445,107220-23523
21/07/2019,989-28-3705-492-6,,107220-1-1935,107220-23524
21/07/2019,989-28-3705-492-6,,107220-53-64,107220-23525
21/07/2019,989-28-3705-492-6,,107220-30-1061,107220-23526
21/07/2019,989-28-3705-222-9,,107220-71-9967,107220-23527
21/07/2019,989-28-3705-222-9,0.13,107220-42-4853,107220-23528
21/07/2019,989-28-3705-007-2,,107220-41-3060,107220-23529
21/07/2019,989-28-3705-007-2,,107220-73-3274,107220-23529
21/07/2019,989-28-3705-966-2,,107220-81-8487,107220-23530
21/07/2019,989-28-3705-007-2,,107220-86-8716,107220-23530
21/07/2019,989-28-79-45675-7,,107220-57-465,107220-23531
21/07/2019,989-28-79-21991-8,,107220-58-6884,107220-23531
21/07/2019,989-28-79-69807-2,,107220-6-1021,107220-23532
21/07/2019,989-28-79-22871-2,,107220-80-7024,107220-23532
21/07/2019,989-28-79-13871-4,,107220-70-9469,107220-23533
21/07/2019,989-28-79-13871-4,,107220-70-9468,107220-23533
21/07/2019,989-28-79-05670-4,,107220-15-6253,107220-23534
21/07/2019,989-28-79-05670-4,,107220-20-5658,107220-23534
21/07/2019,989-28-654-6930-3,,107220-85-1928,107220-23535
21/07/2019,989-28-229-1404-4,,107220-86-971,107220-23535
21/07/2019,989-28-229-0197-6,,107220-33-3542,107220-23536
21/07/2019,989-28-229-0197-6,,107220-90-659,107220-23536
21/07/2019,989-28-229-9769-6,,107220-55-7089,107220-23537
21/07/2019,989-28-229-9769-6,,107220-72-1237,107220-23537
21/07/2019,989-28-79-26824-4,,107220-11-3018,107220-23538
21/07/2019,989-28-79-23023-4,,107220-65-9621,107220-23538
21/07/2019,989-28-79-13801-1,,107220-22-1348,107220-23539
21/07/2019,989-28-79-23023-4,,107220-67-8192,107220-23539
21/07/2019,989-28-79-74374-1,,107220-4-2977,107220-23540
21/07/2019,989-28-79-13801-1,,107220-64-7521,107220-23540
21/07/2019,989-28-79-74374-1,,107220-78-1986,107220-23541
21/07/2019,989-28-79-74374-1,,107220-81-3233,107220-23541
21/07/2019,989-28-79-51397-9,,107220-1-4841,107220-23542
21/07/2019,989-28-79-91028-0,,107220-74-3811,107220-23542
21/07/2019,989-28-79-13801-1,,107220-12-8161,107220-23543
21/07/2019,989-28-79-74374-1,,107220-63-3833,107220-23543
21/07/2019,989-28-79-23023-4,,107220-72-8114,107220-23544
21/07/2019,989-28-3705-222-9,,107220-82-4220,107220-23544
21/07/2019,989-28-3705-007-2,,107220-28-5353,107220-23545
21/07/2019,989-28-3705-222-9,,107220-31-2774,107220-23545
21/07/2019,989-28-3705-369-1,,107220-74-4570,107220-23546
21/07/2019,989-28-79-13801-1,,107220-78-5082,107220-23546
21/07/2019,989-28-3705-987-7,,107220-80-9196,107220-23546
21/07/2019,989-28-79-23023-4,,107220-19-5498,107220-23547
21/07/2019,989-28-79-55752-2,,107220-26-7823,107220-23547
21/07/2019,989-28-3705-007-2,,107220-73-4060,107220-23547
21/07/2019,989-28-3705-007-2,,107220-36-3580,107220-23548
21/07/2019,989-28-79-30536-9,,107220-56-8761,107220-23548
21/07/2019,989-28-654-7965-4,,107220-78-4570,107220-23548
21/07/2019,989-28-79-13801-1,,107220-90-6777,107220-23548
21/07/2019,989-28-79-69807-2,,107220-10-8268,107220-23549
21/07/2019,989-28-79-55824-6,,107220-59-3968,107220-23549
21/07/2019,989-28-79-13801-1,,107220-72-7498,107220-23549
22/07/2019,989-28-79-68089-3,0.15,107221-1-8132,107220-23701
22/07/2019,989-28-3705-649-4,,107221-14-5902,107221-23550
22/07/2019,989-28-3705-007-2,,107221-77-3624,107221-23551
22/07/2019,989-28-3705-007-2,,107221-63-2472,107221-23552
22/07/2019,989-28-3705-007-2,,107221-88-2820,107221-23553
22/07/2019,989-28-3705-007-2,,107221-88-9720,107221-23554
22/07/2019,989-28-3705-054-6,,107221-62-6131,107221-23555
22/07/2019,989-28-3705-987-7,,107221-8-8702,107221-23556
22/07/2019,989-28-3705-007-2,,107221-55-85,107221-23557
22/07/2019,989-28-3705-007-2,,107221-70-2979,107221-23558
22/07/2019,989-28-3705-583-1,,107221-76-5928,107221-23559
22/07/2019,989-28-3705-007-2,,107221-47-6828,107221-23560
22/07/2019,989-28-3705-649-4,,107221-87-7737,107221-23561
22/07/2019,989-28-3705-007-2,,107221-62-7097,107221-23562
22/07/2019,989-28-3705-987-7,,107221-9-1744,107221-23563
22/07/2019,989-28-3705-987-7,,107221-15-8093,107221-23564
22/07/2019,989-28-3705-007-2,,107221-28-3215,107221-23565
22/07/2019,989-28-3705-987-7,,107221-93-5974,107221-23566
22/07/2019,989-28-3705-987-7,,107221-97-7290,107221-23567
22/07/2019,989-28-3705-007-2,,107221-16-641,107221-23568
22/07/2019,989-28-3705-152-9,,107221-66-5222,107221-23569
22/07/2019,989-28-3705-007-2,,107221-33-1633,107221-23570
22/07/2019,989-28-3705-138-3,,107221-67-6122,107221-23571
22/07/2019,989-28-3705-987-7,,107221-39-7160,107221-23572
22/07/2019,989-28-3705-649-4,,107221-61-3020,107221-23573
22/07/2019,989-28-3705-649-4,,107221-74-8765,107221-23574
22/07/2019,989-28-3705-649-4,,107221-24-4861,107221-23575
22/07/2019,989-28-3705-136-9,,107221-35-1251,107221-23576
22/07/2019,989-28-3705-987-7,,107221-1-3331,107221-23577
22/07/2019,989-28-3705-007-2,,107221-30-7369,107221-23578
22/07/2019,989-28-3705-007-2,,107221-68-1629,107221-23579
22/07/2019,989-28-3705-966-2,,107221-27-2863,107221-23580
22/07/2019,989-28-79-45675-7,,107221-25-6062,107221-23581
22/07/2019,989-28-79-22871-2,,107221-35-8510,107221-23582
22/07/2019,989-28-79-05638-4,,107221-62-8155,107221-23583
22/07/2019,989-28-79-45675-7,,107221-78-6582,107221-23584
22/07/2019,989-28-79-45675-7,,107221-94-4390,107221-23585
22/07/2019,989-28-79-86624-2,,107221-38-9068,107221-23586
22/07/2019,989-28-79-45675-7,,107221-4-8701,107221-23587
22/07/2019,989-28-79-21991-8,,107221-56-6464,107221-23588
22/07/2019,989-28-79-45675-7,,107221-22-6297,107221-23589
22/07/2019,989-28-79-45675-7,,107221-73-4215,107221-23590
22/07/2019,989-28-79-32105-5,,107221-76-937,107221-23591
22/07/2019,989-28-79-45675-7,,107221-94-2728,107221-23592
22/07/2019,989-28-79-11297-4,,107221-1-4128,107221-23593
22/07/2019,989-28-79-45675-7,,107221-13-5667,107221-23594
22/07/2019,989-28-79-45675-7,,107221-66-4275,107221-23595
22/07/2019,989-28-79-45675-7,,107221-41-8006,107221-23596
22/07/2019,989-28-79-45675-7,,107221-40-4291,107221-23597
22/07/2019,989-28-79-27078-0,,107221-19-2543,107221-23598
22/07/2019,989-28-79-32105-5,,107221-13-1794,107221-23599
22/07/2019,989-28-79-30536-9,,107221-98-7955,107221-23600
22/07/2019,989-28-79-22871-2,,107221-38-5998,107221-23601
22/07/2019,989-28-654-0127-3,,107221-39-9212,107221-23602
22/07/2019,989-28-79-69807-2,,107221-61-7705,107221-23603
22/07/2019,989-28-79-82749-6,,107221-70-7125,107221-23604
22/07/2019,989-28-79-69807-2,,107221-56-580,107221-23605
22/07/2019,989-28-79-69807-2,,107221-80-8320,107221-23606
22/07/2019,989-28-79-05670-4,,107221-87-197,107221-23607
22/07/2019,989-28-79-69807-2,,107221-1-2234,107221-23608
22/07/2019,989-28-79-13871-4,,107221-15-4024,107221-23609
22/07/2019,989-28-79-05670-4,,107221-50-7517,107221-23610
22/07/2019,989-28-79-69807-2,,107221-68-1335,107221-23611
22/07/2019,989-28-79-05670-4,,107221-87-4860,107221-23612
22/07/2019,989-28-79-05670-4,,107221-43-8112,107221-23613
22/07/2019,989-28-79-69807-2,,107221-69-3390,107221-23614
22/07/2019,989-28-79-13871-4,,107221-79-4952,107221-23615
22/07/2019,989-28-79-69807-2,,107221-84-1591,107221-23616
22/07/2019,989-28-79-69807-2,,107221-68-1334,107221-23617
22/07/2019,989-28-79-69807-2,,107221-43-4057,107221-23618
22/07/2019,989-28-79-69807-2,,107221-1-2233,107221-23619
22/07/2019,989-28-79-13871-4,,107221-15-4023,107221-23620
22/07/2019,989-28-79-69807-2,,107221-62-8524,107221-23621
22/07/2019,989-28-79-13871-4,,107221-90-4627,107221-23622
22/07/2019,989-28-79-69807-2,,107221-43-4056,107221-23623
22/07/2019,989-28-79-13871-4,,107221-68-2365,107221-23624
22/07/2019,989-28-79-13871-4,,107221-68-2364,107221-23625
22/07/2019,989-28-79-69807-2,,107221-62-8523,107221-23626
22/07/2019,989-28-79-05670-4,,107221-82-4079,107221-23627
22/07/2019,989-28-79-05670-4,,107221-37-9004,107221-23628
22/07/2019,989-28-79-05670-4,,107221-78-1575,107221-23629
22/07/2019,989-28-79-69807-2,,107221-76-4064,107221-23630
22/07/2019,989-28-79-13871-4,,107221-90-4626,107221-23631
22/07/2019,989-28-79-69807-2,,107221-80-8319,107221-23632
22/07/2019,989-28-79-69807-2,,107221-56-579,107221-23633
22/07/2019,989-28-79-13871-4,,107221-2-8332,107221-23634
22/07/2019,989-28-79-05670-4,,107221-10-9085,107221-23635
22/07/2019,989-28-79-13871-4,,107221-2-8331,107221-23636
22/07/2019,989-28-79-05670-4,,107221-64-5843,107221-23637
22/07/2019,989-28-229-0197-6,,107221-51-621,107221-23638
22/07/2019,989-28-229-6632-6,,107221-45-6587,107221-23639
22/07/2019,989-28-229-1404-4,,107221-25-7062,107221-23640
22/07/2019,989-28-229-1404-4,,107221-50-3612,107221-23641
22/07/2019,989-28-229-9769-6,,107221-61-9973,107221-23642
22/07/2019,989-28-229-1404-4,,107221-28-8195,107221-23643
22/07/2019,989-28-229-1404-4,,107221-96-122,107221-23644
22/07/2019,989-28-229-6632-6,,107221-98-563,107221-23645
22/07/2019,989-28-229-1404-4,,107221-35-1705,107221-23646
22/07/2019,989-28-229-9769-6,,107221-78-226,107221-23647
